caso;escuela;tama–o_escuela;estudiante;income;stand_test_previo;sgenero;stand_exam
1066;15;0,2702882;62;bottom 25%;0,2884532;F;1,4395322
1067;15;0,2702882;64;mid 50%;0,1231502;F;-0,265159
1068;15;0,2702882;54;mid 50%;0,7843622;F;1,9003352
1069;15;0,2702882;53;mid 50%;-0,620713;M;-0,062088
1070;15;0,2702882;56;mid 50%;0,2058022;M;-1,219486
1071;15;0,2702882;176;bottom 25%;-1,03397;F;-1,118624
1072;15;0,2702882;181;bottom 25%;1,4455742;F;0,0043222
1073;15;0,2702882;184;mid 50%;-0,538061;M;-0,623051
1074;15;0,2702882;165;bottom 25%;1,6108772;F;2,1029752
1075;15;0,2702882;163;bottom 25%;1,1976192;M;0,9675862
1076;15;0,2702882;173;mid 50%;-0,620713;M;-0,699505
1077;15;0,2702882;171;mid 50%;-0,703364;F;-0,85267
1078;15;0,2702882;167;bottom 25%;-0,45541;F;0,4781942
1079;15;0,2702882;170;top 25%;2,1067862;F;0,4026692
1080;15;0,2702882;199;mid 50%;1,2802712;M;1,1094382
1081;15;0,2702882;197;bottom 25%;0,7017112;M;1,5792202
1082;15;0,2702882;201;bottom 25%;0,3711052;M;-0,062088
1083;15;0,2702882;203;mid 50%;0,2884532;F;0,1340672
1084;15;0,2702882;188;mid 50%;0,3711052;M;-0,419801
1085;15;0,2702882;189;mid 50%;0,3711052;F;0,6107292
1086;15;0,2702882;187;mid 50%;-0,372758;M;-0,197611
1087;15;0,2702882;186;mid 50%;1,5282252;M;0,6107292
1088;15;0,2702882;195;top 25%;-0,620713;M;-2,510121
1089;15;0,2702882;193;bottom 25%;0,6190592;F;1,3101422
1090;15;0,2702882;194;bottom 25%;1,1149682;M;1,1758492
1091;15;0,2702882;125;mid 50%;0,2884532;F;-1,438662
1092;15;0,2702882;121;mid 50%;-0,042152;M;0,1941492
1093;15;0,2702882;127;bottom 25%;0,9496652;F;-0,623051
1094;15;0,2702882;129;bottom 25%;0,0404992;F;-0,197611
1095;15;0,2702882;128;mid 50%;0,5364082;M;-0,555112
1096;15;0,2702882;131;bottom 25%;1,6108772;M;-0,555112
1097;15;0,2702882;112;bottom 25%;0,7843622;M;1,5792202
1098;15;0,2702882;113;bottom 25%;-0,042152;F;-1,029067
1099;15;0,2702882;120;mid 50%;0,0404992;F;-0,062088
1100;15;0,2702882;118;mid 50%;-0,45541;M;-1,62373
1101;15;0,2702882;116;bottom 25%;-0,620713;F;0,6787592
1102;15;0,2702882;152;bottom 25%;1,6108772;M;1,1094382
1103;15;0,2702882;148;mid 50%;-1,03397;M;-0,265159
1104;15;0,2702882;147;bottom 25%;-0,042152;M;0,6107292
1105;15;0,2702882;133;bottom 25%;1,4455742;M;0,7472282
1106;15;0,2702882;139;bottom 25%;0,7017112;M;-0,419801
1107;15;0,2702882;136;bottom 25%;-0,124804;M;-0,776109
1108;15;0,2702882;144;mid 50%;0,6190592;M;-0,623051
1109;15;0,2702882;145;mid 50%;0,0404992;F;-0,265159
1110;15;0,2702882;140;bottom 25%;0,6190592;M;0,0043222
1111;16;0,3232042;101;mid 50%;0,9496652;F;0,4781942
1112;16;0,3232042;104;mid 50%;0,4537562;F;-0,85267
1113;16;0,3232042;105;mid 50%;-1,281924;F;0,7472282
1114;16;0,3232042;98;mid 50%;0,5364082;F;1,0396082
1115;16;0,3232042;100;bottom 25%;1,1149682;F;0,8219882
1116;16;0,3232042;99;bottom 25%;0,6190592;F;-0,776109
1117;16;0,3232042;113;mid 50%;0,8670142;F;-0,129085
1118;16;0,3232042;112;bottom 25%;1,4455742;F;0,0043222
1119;16;0,3232042;106;bottom 25%;1,9414832;F;0,6787592
1120;16;0,3232042;108;mid 50%;1,3629222;F;-0,062088
1121;16;0,3232042;111;mid 50%;-0,538061;F;-0,062088
1122;16;0,3232042;116;mid 50%;2,2720892;F;-0,85267
1123;16;0,3232042;85;bottom 25%;0,9496652;F;0,1941492
1124;16;0,3232042;86;bottom 25%;0,3711052;F;0,0043222
1125;16;0,3232042;87;mid 50%;-0,042152;F;-0,265159
1126;16;0,3232042;81;mid 50%;-0,042152;F;-1,962075
1127;16;0,3232042;96;bottom 25%;1,1149682;F;0,6107292
1128;16;0,3232042;94;bottom 25%;1,0323172;F;0,0043222
1129;16;0,3232042;95;mid 50%;-0,620713;F;-0,939378
1130;16;0,3232042;89;mid 50%;-0,45541;F;0,3280722
1131;16;0,3232042;92;mid 50%;0,3711052;F;-0,492781
1132;16;0,3232042;90;bottom 25%;1,4455742;F;0,4026692
1133;16;0,3232042;91;mid 50%;0,3711052;F;-0,129085
1134;16;0,3232042;78;mid 50%;-0,290107;F;-1,723882
1135;16;0,3232042;117;mid 50%;0,0404992;F;-2,108644
1136;16;0,3232042;122;mid 50%;0,4537562;F;-0,939378
1137;16;0,3232042;124;bottom 25%;-0,042152;F;0,3280722
1138;16;0,3232042;125;mid 50%;0,6190592;F;0,3280722
1139;16;0,3232042;119;mid 50%;-0,620713;F;-0,699505
1140;16;0,3232042;121;mid 50%;1,2802712;F;-0,419801
1141;16;0,3232042;120;bottom 25%;0,6190592;F;-0,265159
1142;16;0,3232042;135;mid 50%;0,5364082;F;-0,062088
1143;16;0,3232042;133;mid 50%;-0,207455;F;-0,492781
1144;16;0,3232042;134;top 25%;-0,786016;F;-1,029067
1145;16;0,3232042;127;mid 50%;-0,620713;F;-1,962075
1146;16;0,3232042;128;mid 50%;0,8670142;F;0,3280722
1147;16;0,3232042;131;mid 50%;0,2884532;F;-1,62373
1148;16;0,3232042;129;mid 50%;0,5364082;F;0,4781942
1149;16;0,3232042;27;bottom 25%;0,1231502;F;0,8219882
1150;16;0,3232042;26;mid 50%;-0,372758;F;-0,776109
1151;16;0,3232042;28;bottom 25%;0,5364082;F;0,6107292
1152;16;0,3232042;29;mid 50%;-0,290107;F;-0,623051
1153;16;0,3232042;22;mid 50%;0,6190592;F;-0,419801
1154;16;0,3232042;25;mid 50%;-0,620713;F;-1,526653
1155;16;0,3232042;21;mid 50%;1,2802712;F;-0,555112
1156;16;0,3232042;36;mid 50%;-1,529879;F;-1,335315
1157;16;0,3232042;35;mid 50%;-0,124804;F;-0,265159
1158;16;0,3232042;37;top 25%;-0,372758;F;-1,219486
1159;16;0,3232042;33;bottom 25%;0,8670142;F;-0,197611
1160;16;0,3232042;38;mid 50%;0,2884532;F;-0,419801
1161;16;0,3232042;6;mid 50%;0,2058022;F;-0,129085
1162;16;0,3232042;8;mid 50%;-1,695182;F;-0,338842
1163;16;0,3232042;1;mid 50%;1,6108772;F;-0,419801
1164;16;0,3232042;2;top 25%;-1,364576;F;-0,776109
1165;16;0,3232042;17;mid 50%;-0,124804;F;-0,623051
1166;16;0,3232042;15;mid 50%;0,6190592;F;0,1340672
1167;16;0,3232042;14;mid 50%;0,0404992;F;0,1340672
1168;16;0,3232042;16;bottom 25%;1,4455742;F;0,6787592
1169;16;0,3232042;9;mid 50%;0,2058022;F;0,4026692
1170;16;0,3232042;10;bottom 25%;0,7017112;F;0,6107292
1171;16;0,3232042;13;bottom 25%;1,1976192;F;1,2405332
1172;16;0,3232042;11;mid 50%;-0,042152;F;-1,219486
1173;16;0,3232042;77;bottom 25%;0,6190592;F;0,0043222
1174;16;0,3232042;63;bottom 25%;0,8670142;F;0,1340672
1175;16;0,3232042;62;mid 50%;-0,124804;F;-0,338842
1176;16;0,3232042;65;bottom 25%;1,1976192;F;0,9675862
1177;16;0,3232042;66;bottom 25%;1,4455742;F;0,6107292
1178;16;0,3232042;59;bottom 25%;0,7017112;F;0,6787592
1179;16;0,3232042;61;mid 50%;-0,290107;F;-0,555112
1180;16;0,3232042;58;mid 50%;0,1231502;F;-0,129085
1181;16;0,3232042;75;mid 50%;1,0323172;F;-0,265159
1182;16;0,3232042;76;mid 50%;-0,868667;F;-0,699505
1183;16;0,3232042;68;bottom 25%;1,0323172;F;0,5443412
1184;16;0,3232042;70;top 25%;-1,61253;F;-1,219486
1185;16;0,3232042;73;mid 50%;0,2058022;F;-0,939378
1186;16;0,3232042;39;mid 50%;0,1231502;F;-0,776109
1187;16;0,3232042;45;mid 50%;-0,951318;F;-0,338842
1188;16;0,3232042;46;mid 50%;0,6190592;F;-0,338842
1189;16;0,3232042;40;mid 50%;-0,620713;F;-0,492781
1190;16;0,3232042;41;bottom 25%;1,9414832;F;0,0043222
1191;16;0,3232042;57;mid 50%;-0,290107;F;-0,85267
1192;16;0,3232042;54;mid 50%;1,1976192;F;-0,129085
1193;16;0,3232042;53;bottom 25%;0,4537562;F;-0,776109
1194;16;0,3232042;55;bottom 25%;0,5364082;F;0,8965662
1195;16;0,3232042;47;bottom 25%;0,3711052;F;-0,776109
1196;16;0,3232042;48;mid 50%;0,5364082;F;0,0043222
1197;16;0,3232042;52;bottom 25%;1,1149682;F;0,4026692
1198;16;0,3232042;49;top 25%;-1,03397;F;-0,699505
1199;17;-0,118244;182;mid 50%;-0,786016;F;-0,85267
1200;17;-0,118244;175;mid 50%;-0,290107;M;0,5443412
1201;17;-0,118244;174;bottom 25%;0,9496652;F;0,3280722
1202;17;-0,118244;181;top 25%;-1,695182;F;-2,510121
1203;17;-0,118244;176;mid 50%;-0,538061;M;-0,338842
1204;17;-0,118244;177;top 25%;-2,19109;M;-0,265159
1205;17;-0,118244;173;top 25%;-2,025787;M;-1,62373
1206;17;-0,118244;249;mid 50%;-0,124804;F;-0,197611
1207;17;-0,118244;247;mid 50%;0,2058022;F;-0,555112
1208;17;-0,118244;250;top 25%;-1,199273;F;-1,219486
1209;17;-0,118244;251;mid 50%;-0,538061;F;-1,526653
1210;17;-0,118244;256;mid 50%;1,3629222;F;0,8219882
1211;17;-0,118244;237;mid 50%;-0,703364;F;0,0735362
1212;17;-0,118244;236;bottom 25%;-0,207455;F;0,8965662
1213;17;-0,118244;243;mid 50%;-1,695182;F;-0,197611
1214;17;-0,118244;235;mid 50%;-0,372758;F;-0,85267
1215;17;-0,118244;270;bottom 25%;1,1976192;M;0,5443412
1216;17;-0,118244;269;bottom 25%;1,6935282;F;1,3747412
1217;17;-0,118244;271;mid 50%;0,0404992;F;-1,335315
1218;17;-0,118244;273;mid 50%;-0,538061;M;-1,118624
1219;17;-0,118244;261;top 25%;-1,777833;F;-2,510121
1220;17;-0,118244;260;mid 50%;0,3711052;F;0,3280722
1221;17;-0,118244;265;bottom 25%;0,3711052;F;-0,419801
1222;17;-0,118244;263;top 25%;-2,356393;F;0,0735362
1223;17;-0,118244;264;mid 50%;-0,703364;F;-0,939378
1224;17;-0,118244;184;mid 50%;-0,207455;F;-0,265159
1225;17;-0,118244;197;mid 50%;0,5364082;M;0,0043222
1226;17;-0,118244;195;bottom 25%;0,9496652;M;-0,419801
1227;17;-0,118244;200;mid 50%;-0,538061;M;0,3280722
1228;17;-0,118244;204;mid 50%;-1,116621;F;-0,197611
1229;17;-0,118244;207;mid 50%;0,6190592;F;0,4026692
1230;17;-0,118244;186;mid 50%;2,2720892;F;0,3280722
1231;17;-0,118244;185;mid 50%;-0,207455;F;-0,419801
1232;17;-0,118244;191;mid 50%;-0,290107;M;-1,029067
1233;17;-0,118244;188;mid 50%;-0,124804;M;0,6107292
1234;17;-0,118244;190;mid 50%;-2,108439;M;-1,836687
1235;17;-0,118244;234;bottom 25%;0,6190592;F;1,1758492
1236;17;-0,118244;229;top 25%;-1,695182;M;-0,419801
1237;17;-0,118244;226;bottom 25%;1,0323172;F;0,1340672
1238;17;-0,118244;225;bottom 25%;1,8588312;M;1,1758492
1239;17;-0,118244;231;mid 50%;0,7017112;F;-0,555112
1240;17;-0,118244;232;bottom 25%;1,6935282;F;1,3101422
1241;17;-0,118244;214;mid 50%;-0,45541;F;0,5443412
1242;17;-0,118244;212;bottom 25%;0,7843622;F;-0,197611
1243;17;-0,118244;223;top 25%;-1,529879;F;-2,510121
1244;17;-0,118244;219;mid 50%;-0,538061;F;-0,062088
1245;17;-0,118244;275;top 25%;-1,03397;F;-1,118624
1246;17;-0,118244;59;mid 50%;0,2058022;M;-1,335315
1247;17;-0,118244;58;mid 50%;0,9496652;F;1,1094382
1248;17;-0,118244;60;bottom 25%;2,2720892;M;0,4026692
1249;17;-0,118244;61;mid 50%;-0,868667;F;-0,338842
1250;17;-0,118244;62;top 25%;0,2884532;F;-0,338842
1251;17;-0,118244;46;mid 50%;-0,124804;F;-0,129085
1252;17;-0,118244;44;mid 50%;0,6190592;F;0,2613242
1253;17;-0,118244;57;mid 50%;0,3711052;F;-0,776109
1254;17;-0,118244;49;mid 50%;-2,686999;M;-1,335315
1255;17;-0,118244;55;mid 50%;0,6190592;F;0,7472282
1256;17;-0,118244;43;bottom 25%;0,6190592;F;0,8965662
1257;17;-0,118244;78;mid 50%;-1,199273;F;-0,419801
1258;17;-0,118244;77;bottom 25%;1,6935282;F;1,2405332
1259;17;-0,118244;83;bottom 25%;-0,372758;F;-0,776109
1260;17;-0,118244;64;bottom 25%;-0,042152;F;0,3280722
1261;17;-0,118244;68;mid 50%;0,4537562;M;1,5061852
1262;17;-0,118244;67;mid 50%;-0,703364;F;-0,197611
1263;17;-0,118244;73;top 25%;-1,943136;F;0,2613242
1264;17;-0,118244;69;mid 50%;-0,868667;F;0,4026692
1265;17;-0,118244;72;mid 50%;-0,45541;F;-0,197611
1266;17;-0,118244;87;top 25%;-1,447227;F;-1,438662
1267;17;-0,118244;13;mid 50%;-0,786016;F;-0,492781
1268;17;-0,118244;12;mid 50%;0,1231502;M;-0,939378
1269;17;-0,118244;15;bottom 25%;1,1149682;M;0,8965662
1270;17;-0,118244;18;bottom 25%;0,9496652;F;1,4395322
1271;17;-0,118244;20;mid 50%;0,2884532;F;0,0043222
1272;17;-0,118244;2;mid 50%;0,7017112;F;-0,338842
1273;17;-0,118244;11;mid 50%;-0,124804;F;-1,118624
1274;17;-0,118244;7;mid 50%;-0,290107;F;-1,438662
1275;17;-0,118244;10;mid 50%;-0,45541;F;0,0735362
1276;17;-0,118244;42;mid 50%;-1,447227;M;-1,219486
1277;17;-0,118244;35;mid 50%;0,5364082;F;-0,492781
1278;17;-0,118244;34;mid 50%;0,5364082;F;0,0043222
1279;17;-0,118244;41;mid 50%;-0,042152;F;-0,265159
1280;17;-0,118244;22;bottom 25%;0,6190592;F;0,1340672
1281;17;-0,118244;27;mid 50%;-0,207455;M;0,1941492
1282;17;-0,118244;25;mid 50%;-0,042152;F;-1,029067
1283;17;-0,118244;32;bottom 25%;-0,042152;M;-1,723882
1284;17;-0,118244;29;bottom 25%;0,4537562;M;0,0043222
1285;17;-0,118244;31;mid 50%;-1,447227;F;-0,265159
1286;17;-0,118244;172;mid 50%;-0,620713;F;-0,623051
1287;17;-0,118244;140;mid 50%;-0,620713;F;-0,623051
1288;17;-0,118244;137;bottom 25%;1,6108772;M;-0,129085
1289;17;-0,118244;142;bottom 25%;1,6108772;F;-0,338842
1290;17;-0,118244;144;bottom 25%;0,2058022;F;-0,939378
1291;17;-0,118244;146;mid 50%;-0,290107;M;-0,939378
1292;17;-0,118244;129;mid 50%;0,7017112;F;-0,555112
1293;17;-0,118244;128;bottom 25%;1,1149682;F;1,0396082
1294;17;-0,118244;132;top 25%;-0,372758;F;-0,623051
1295;17;-0,118244;127;mid 50%;0,1231502;F;-1,836687
1296;17;-0,118244;165;mid 50%;0,0404992;F;0,6787592
1297;17;-0,118244;164;top 25%;-0,45541;F;-1,526653
1298;17;-0,118244;161;mid 50%;0,0404992;F;0,7472282
1299;17;-0,118244;168;bottom 25%;3,0159522;F;1,0396082
1300;17;-0,118244;169;mid 50%;-1,116621;F;-0,129085
1301;17;-0,118244;150;mid 50%;-0,951318;F;0,2613242
1302;17;-0,118244;155;bottom 25%;0,2884532;F;0,4026692
1303;17;-0,118244;152;bottom 25%;0,3711052;F;0,4026692
1304;17;-0,118244;160;mid 50%;-0,868667;F;1,3101422
1305;17;-0,118244;158;mid 50%;-0,45541;F;1,1758492
1306;17;-0,118244;88;mid 50%;-0,951318;F;-2,108644
1307;17;-0,118244;105;mid 50%;0,1231502;F;-0,062088
1308;17;-0,118244;106;mid 50%;-0,290107;F;-0,85267
1309;17;-0,118244;107;mid 50%;0,2058022;F;0,0735362
1310;17;-0,118244;108;mid 50%;0,2884532;F;0,2613242
1311;17;-0,118244;89;bottom 25%;0,7843622;F;0,7472282
1312;17;-0,118244;95;top 25%;-1,695182;M;-0,419801
1313;17;-0,118244;99;mid 50%;-0,207455;F;-0,419801
1314;17;-0,118244;125;mid 50%;0,4537562;F;1,0396082
1315;17;-0,118244;118;bottom 25%;1,3629222;M;0,2613242
1316;17;-0,118244;117;bottom 25%;0,0404992;F;0,4026692
1317;17;-0,118244;115;mid 50%;0,0404992;F;-0,492781
1318;17;-0,118244;122;bottom 25%;0,5364082;F;0,6107292
1319;17;-0,118244;109;mid 50%;-0,868667;F;-0,338842
1320;17;-0,118244;111;mid 50%;-0,290107;F;-0,699505
1321;17;-0,118244;110;mid 50%;-0,620713;M;-0,85267
1322;17;-0,118244;114;top 25%;-2,934953;M;-1,836687
1323;17;-0,118244;112;mid 50%;0,1231502;F;-0,776109
1324;17;-0,118244;113;top 25%;-1,860484;M;-3,059543
1325;18;0,1424362;153;mid 50%;0,0404992;F;-1,335315
1326;18;0,1424362;145;bottom 25%;1,6108772;F;2,2031212
1327;18;0,1424362;152;mid 50%;-0,620713;F;-0,699505
1328;18;0,1424362;168;mid 50%;-0,620713;F;-0,129085
1329;18;0,1424362;157;mid 50%;0,5364082;F;-0,419801
1330;18;0,1424362;164;bottom 25%;-0,45541;F;0,8219882
1331;18;0,1424362;161;mid 50%;-0,124804;F;-0,419801
1332;18;0,1424362;127;mid 50%;0,0404992;F;-0,492781
1333;18;0,1424362;129;mid 50%;0,9496652;F;-0,699505
1334;18;0,1424362;121;mid 50%;-0,042152;F;-0,129085
1335;18;0,1424362;125;bottom 25%;-0,042152;F;0,6787592
1336;18;0,1424362;123;bottom 25%;0,2058022;F;0,7472282
1337;18;0,1424362;141;mid 50%;0,2884532;F;-0,492781
1338;18;0,1424362;139;mid 50%;-1,03397;F;-0,699505
1339;18;0,1424362;133;mid 50%;0,6190592;F;-1,118624
1340;18;0,1424362;134;mid 50%;0,7843622;F;-0,197611
1341;18;0,1424362;119;bottom 25%;0,9496652;F;0,3280722
1342;18;0,1424362;216;mid 50%;0,2884532;F;-1,029067
1343;18;0,1424362;223;mid 50%;0,0404992;F;0,0043222
1344;18;0,1424362;211;bottom 25%;0,8670142;F;0,9675862
1345;18;0,1424362;213;mid 50%;0,0404992;F;-0,338842
1346;18;0,1424362;209;bottom 25%;0,4537562;F;0,4026692
1347;18;0,1424362;235;bottom 25%;0,5364082;F;0,0043222
1348;18;0,1424362;224;mid 50%;-0,042152;F;0,5443412
1349;18;0,1424362;227;mid 50%;-0,372758;F;-0,265159
1350;18;0,1424362;228;bottom 25%;0,5364082;F;-0,419801
1351;18;0,1424362;171;mid 50%;0,1231502;F;-0,776109
1352;18;0,1424362;186;mid 50%;-0,290107;F;-1,723882
1353;18;0,1424362;175;mid 50%;-0,868667;F;-0,129085
1354;18;0,1424362;201;mid 50%;0,5364082;F;-1,118624
1355;18;0,1424362;204;bottom 25%;0,1231502;F;0,2613242
1356;18;0,1424362;192;mid 50%;0,0404992;F;-0,699505
1357;18;0,1424362;195;bottom 25%;-1,447227;F;1,2405332
1358;18;0,1424362;200;mid 50%;-0,207455;F;-0,776109
1359;18;0,1424362;198;mid 50%;-0,703364;F;0,4781942
1360;18;0,1424362;236;mid 50%;-0,620713;F;-1,335315
1361;18;0,1424362;43;bottom 25%;0,3711052;F;0,1941492
1362;18;0,1424362;44;mid 50%;0,2884532;F;0,8965662
1363;18;0,1424362;38;mid 50%;-0,538061;F;1,6618062
1364;18;0,1424362;40;mid 50%;-0,620713;F;-0,555112
1365;18;0,1424362;36;mid 50%;0,8670142;F;-0,062088
1366;18;0,1424362;53;mid 50%;-0,042152;F;0,5443412
1367;18;0,1424362;55;mid 50%;0,4537562;F;-0,129085
1368;18;0,1424362;46;bottom 25%;0,5364082;F;1,4395322
1369;18;0,1424362;47;bottom 25%;0,5364082;F;0,0043222
1370;18;0,1424362;51;bottom 25%;0,6190592;F;0,0043222
1371;18;0,1424362;56;mid 50%;0,0404992;F;-0,265159
1372;18;0,1424362;12;mid 50%;0,1231502;F;0,2613242
1373;18;0,1424362;14;mid 50%;0,7017112;F;-1,029067
1374;18;0,1424362;1;mid 50%;0,3711052;F;0,0043222
1375;18;0,1424362;11;top 25%;-0,951318;F;-0,699505
1376;18;0,1424362;6;top 25%;-0,620713;F;-0,062088
1377;18;0,1424362;31;mid 50%;-0,207455;F;-0,265159
1378;18;0,1424362;26;mid 50%;-0,786016;F;-0,492781
1379;18;0,1424362;21;mid 50%;0,4537562;F;-0,623051
1380;18;0,1424362;25;mid 50%;0,2058022;F;1,4395322
1381;18;0,1424362;22;mid 50%;-0,538061;F;-1,118624
1382;18;0,1424362;118;bottom 25%;0,3711052;F;0,6787592
1383;18;0,1424362;91;mid 50%;0,1231502;F;-0,265159
1384;18;0,1424362;96;mid 50%;0,3711052;F;-0,129085
1385;18;0,1424362;99;mid 50%;-1,447227;F;0,8219882
1386;18;0,1424362;87;mid 50%;-0,620713;F;-0,265159
1387;18;0,1424362;85;bottom 25%;1,6108772;F;1,5061852
1388;18;0,1424362;83;mid 50%;0,6190592;F;0,2613242
1389;18;0,1424362;112;bottom 25%;-0,372758;F;-0,129085
1390;18;0,1424362;102;bottom 25%;1,9414832;F;1,4395322
1391;18;0,1424362;108;mid 50%;1,1976192;F;-0,939378
1392;18;0,1424362;58;mid 50%;0,6190592;F;0,6787592
1393;18;0,1424362;64;mid 50%;-0,124804;F;0,9675862
1394;18;0,1424362;71;mid 50%;-0,45541;F;0,6787592
1395;18;0,1424362;59;mid 50%;-0,042152;F;-0,699505
1396;18;0,1424362;62;bottom 25%;1,2802712;F;1,3747412
1397;18;0,1424362;61;mid 50%;1,1149682;F;-0,419801
1398;18;0,1424362;82;mid 50%;-1,03397;F;-1,219486
1399;18;0,1424362;79;bottom 25%;0,9496652;F;-0,419801
1400;18;0,1424362;78;mid 50%;0,3711052;F;-0,623051
1401;18;0,1424362;72;mid 50%;-0,620713;F;-1,438662
1402;18;0,1424362;74;mid 50%;-0,372758;F;-1,029067
1403;18;0,1424362;244;bottom 25%;0,6190592;F;0,6107292
1404;18;0,1424362;303;bottom 25%;0,5364082;F;0,9675862
1405;18;0,1424362;305;bottom 25%;1,2802712;F;1,4395322
1406;18;0,1424362;302;mid 50%;-0,786016;F;-0,492781
1407;18;0,1424362;301;mid 50%;-0,124804;F;-0,555112
1408;18;0,1424362;310;bottom 25%;0,7017112;F;0,0043222
1409;18;0,1424362;288;mid 50%;-0,042152;F;1,3101422
1410;18;0,1424362;290;mid 50%;-1,529879;F;0,7472282
1411;18;0,1424362;282;mid 50%;-0,372758;F;-1,029067
1412;18;0,1424362;300;bottom 25%;-0,042152;F;1,2405332
1413;18;0,1424362;298;top 25%;-0,538061;F;-0,129085
1414;18;0,1424362;292;top 25%;-0,620713;F;-1,962075
1415;18;0,1424362;294;mid 50%;0,3711052;F;0,4781942
1416;18;0,1424362;281;bottom 25%;0,3711052;F;-0,85267
1417;18;0,1424362;336;mid 50%;-0,207455;F;-1,029067
1418;18;0,1424362;335;mid 50%;0,4537562;F;0,3280722
1419;18;0,1424362;330;mid 50%;0,2058022;F;-2,108644
1420;18;0,1424362;341;bottom 25%;0,4537562;F;-1,029067
1421;18;0,1424362;338;mid 50%;0,2884532;F;0,0043222
1422;18;0,1424362;340;bottom 25%;0,4537562;F;1,1758492
1423;18;0,1424362;312;mid 50%;-0,786016;F;0,3280722
1424;18;0,1424362;319;mid 50%;-0,372758;F;-0,776109
1425;18;0,1424362;313;bottom 25%;0,5364082;F;0,8219882
1426;18;0,1424362;328;bottom 25%;0,8670142;F;1,0396082
1427;18;0,1424362;320;mid 50%;0,1231502;F;0,8965662
1428;18;0,1424362;324;mid 50%;0,1231502;F;0,3280722
1429;18;0,1424362;342;mid 50%;0,3711052;F;0,6787592
1430;18;0,1424362;278;bottom 25%;1,1976192;F;0,9675862
1431;18;0,1424362;265;mid 50%;0,7017112;F;0,8219882
1432;18;0,1424362;269;mid 50%;-0,124804;F;-0,939378
1433;18;0,1424362;260;mid 50%;-0,703364;F;0,0735362
1434;18;0,1424362;259;mid 50%;0,3711052;F;0,0735362
1435;18;0,1424362;277;bottom 25%;0,7843622;F;-0,129085
1436;18;0,1424362;274;bottom 25%;0,6190592;F;0,4781942
1437;18;0,1424362;275;mid 50%;-0,290107;F;0,2613242
1438;18;0,1424362;255;mid 50%;-0,207455;F;0,0735362
1439;18;0,1424362;251;bottom 25%;1,1149682;F;0,4026692
1440;18;0,1424362;254;bottom 25%;0,7843622;F;-0,129085
1441;18;0,1424362;238;mid 50%;0,2884532;F;-0,555112
1442;18;0,1424362;242;mid 50%;0,1231502;F;-0,338842
1443;18;0,1424362;243;bottom 25%;0,5364082;F;0,5443412
1444;18;0,1424362;239;bottom 25%;0,7017112;F;0,0043222
1445;19;0,3846302;70;mid 50%;-1,447227;M;-1,62373
1446;19;0,3846302;69;mid 50%;0,5364082;F;0,3280722
1447;19;0,3846302;74;bottom 25%;0,2884532;M;0,4781942
1448;19;0,3846302;76;bottom 25%;0,5364082;F;1,4395322
1449;19;0,3846302;71;mid 50%;1,1149682;M;-0,129085
1450;19;0,3846302;73;bottom 25%;0,7017112;F;1,5792202
1451;19;0,3846302;72;bottom 25%;1,6935282;F;1,3101422
1452;19;0,3846302;77;mid 50%;0,2884532;M;-1,029067
1453;19;0,3846302;1;bottom 25%;0,2058022;M;-0,338842
1454;19;0,3846302;59;bottom 25%;0,8670142;M;0,3280722
1455;19;0,3846302;4;bottom 25%;0,8670142;M;0,2613242
1456;19;0,3846302;67;bottom 25%;0,2884532;M;0,4781942
1457;19;0,3846302;64;mid 50%;-0,372758;F;0,6107292
1458;19;0,3846302;65;mid 50%;-0,290107;M;-0,776109
1459;19;0,3846302;60;bottom 25%;1,0323172;F;1,4395322
1460;19;0,3846302;61;mid 50%;0,4537562;M;-0,623051
1461;19;0,3846302;5;mid 50%;-0,042152;M;-1,335315
1462;19;0,3846302;78;bottom 25%;0,2058022;F;1,4395322
1463;19;0,3846302;82;mid 50%;0,2884532;M;-0,062088
1464;19;0,3846302;84;bottom 25%;1,1976192;M;1,3101422
1465;19;0,3846302;81;mid 50%;0,6190592;M;-0,776109
1466;19;0,3846302;79;mid 50%;0,1231502;M;-0,699505
1467;19;0,3846302;85;bottom 25%;0,8670142;F;1,9771072
1468;19;0,3846302;87;mid 50%;-0,042152;F;0,7472282
1469;19;0,3846302;57;mid 50%;0,2058022;M;-0,062088
1470;19;0,3846302;39;mid 50%;-0,786016;M;-0,623051
1471;19;0,3846302;43;bottom 25%;1,1149682;M;0,9675862
1472;19;0,3846302;44;mid 50%;0,7843622;F;-0,623051
1473;19;0,3846302;35;mid 50%;0,2058022;F;-0,776109
1474;19;0,3846302;34;mid 50%;-0,124804;F;-0,197611
1475;19;0,3846302;38;mid 50%;-0,042152;M;0,4026692
1476;19;0,3846302;36;bottom 25%;0,1231502;M;-0,129085
1477;19;0,3846302;37;mid 50%;1,0323172;M;0,4781942
1478;19;0,3846302;33;mid 50%;-0,45541;M;-0,197611
1479;19;0,3846302;54;bottom 25%;1,1149682;F;0,0043222
1480;19;0,3846302;52;mid 50%;0,5364082;F;0,2613242
1481;19;0,3846302;55;mid 50%;0,9496652;M;0,5443412
1482;19;0,3846302;46;mid 50%;0,6190592;M;0,4026692
1483;19;0,3846302;51;mid 50%;0,2058022;M;1,1094382
1484;19;0,3846302;6;bottom 25%;1,1976192;F;1,3101422
