country,continent,year,lifeExp,pop,gdpPercap,gdpPercap_log,year_orig,highlight
"Congo, Rep.",Africa,40,56.433,2409073,4016.239529,8.29810130326825,1992,FALSE
"Congo, Rep.",Africa,45,52.962,2800947,3484.164376,8.155983517112023,1997,FALSE
"Congo, Rep.",Africa,50,52.97,3328795,3484.06197,8.155954124840612,2002,FALSE
"Congo, Rep.",Africa,55,55.322,3800610,3632.557798,8.19769230667367,2007,FALSE
Costa Rica,Americas,0,57.206,926317,2627.009471,7.873601394932181,1952,FALSE
Costa Rica,Americas,5,60.026,1112300,2990.010802,8.003032279087236,1957,FALSE
Costa Rica,Americas,10,62.842,1345187,3460.937025,8.149294647861597,1962,FALSE
Costa Rica,Americas,15,65.424,1588717,4161.727834,8.33368561173511,1967,FALSE
Costa Rica,Americas,20,67.849,1834796,5118.146939,8.540547726545977,1972,FALSE
Costa Rica,Americas,25,70.75,2108457,5926.876967,8.687252703516034,1977,FALSE
Costa Rica,Americas,30,73.45,2424367,5262.734751,8.568406085261751,1982,FALSE
Costa Rica,Americas,35,74.752,2799811,5629.915318,8.6358496798128,1987,FALSE
Costa Rica,Americas,40,75.713,3173216,6160.416317,8.725899638172447,1992,FALSE
Costa Rica,Americas,45,77.26,3518107,6677.045314,8.806430850415639,1997,FALSE
Costa Rica,Americas,50,78.123,3834934,7723.447195,8.95201607120467,2002,FALSE
Costa Rica,Americas,55,78.782,4133884,9645.06142,9.17420129338591,2007,FALSE
Cote d'Ivoire,Africa,0,40.477,2977019,1388.594732,7.236047530562877,1952,FALSE
Cote d'Ivoire,Africa,5,42.469,3300000,1500.895925,7.313817492120939,1957,FALSE
Cote d'Ivoire,Africa,10,44.93,3832408,1728.869428,7.45522296403461,1962,FALSE
Cote d'Ivoire,Africa,15,47.35,4744870,2052.050473,7.626594802966717,1967,FALSE
Cote d'Ivoire,Africa,20,49.801,6071696,2378.201111,7.774099645163406,1972,FALSE
Cote d'Ivoire,Africa,25,52.374,7459574,2517.736547,7.831115581251145,1977,FALSE
Cote d'Ivoire,Africa,30,53.983,9025951,2602.710169,7.864308553808698,1982,FALSE
Cote d'Ivoire,Africa,35,54.655,10761098,2156.956069,7.676453279468725,1987,FALSE
Cote d'Ivoire,Africa,40,52.044,12772596,1648.073791,7.407362485559231,1992,FALSE
Cote d'Ivoire,Africa,45,47.991,14625967,1786.265407,7.48788235453928,1997,FALSE
Cote d'Ivoire,Africa,50,46.832,16252726,1648.800823,7.4078035287270225,2002,FALSE
Cote d'Ivoire,Africa,55,48.328,18013409,1544.750112,7.342617436444727,2007,FALSE
Croatia,Europe,0,61.21,3882229,3119.23652,8.045343545730137,1952,TRUE
Croatia,Europe,5,64.77,3991242,4338.231617,8.375222082538711,1957,TRUE
Croatia,Europe,10,67.13,4076557,5477.890018,8.608475272586062,1962,TRUE
Croatia,Europe,15,68.5,4174366,6960.297861,8.847977548533427,1967,TRUE
Croatia,Europe,20,69.61,4225310,9164.090127,9.12304787842245,1972,TRUE
Croatia,Europe,25,70.64,4318673,11305.38517,9.333034454896824,1977,TRUE
Croatia,Europe,30,70.46,4413368,13221.82184,9.489623913290565,1982,TRUE
Croatia,Europe,35,71.52,4484310,13822.58394,9.534059050901192,1987,TRUE
Croatia,Europe,40,72.527,4494013,8447.794873,9.041660724519623,1992,TRUE
Croatia,Europe,45,73.68,4444595,9875.604515,9.197822804604517,1997,TRUE
Croatia,Europe,50,74.876,4481020,11628.38895,9.361204710551752,2002,TRUE
Croatia,Europe,55,75.748,4493312,14619.22272,9.590092566363756,2007,TRUE
Cuba,Americas,0,59.421,6007797,5586.53878,8.628115193697838,1952,FALSE
Cuba,Americas,5,62.325,6640752,6092.174359,8.714760334583811,1957,FALSE
Cuba,Americas,10,65.246,7254373,5180.75591,8.55270625317842,1962,FALSE
Cuba,Americas,15,68.29,8139332,5690.268015,8.646512628823025,1967,FALSE
Cuba,Americas,20,70.723,8831348,5305.445256,8.576488978911527,1972,FALSE
Cuba,Americas,25,72.649,9537988,6380.494966,8.761000954207338,1977,FALSE
Cuba,Americas,30,73.717,9789224,7316.918107,8.897944494666142,1982,FALSE
Cuba,Americas,35,74.174,10239839,7532.924763,8.927038660121497,1987,FALSE
Cuba,Americas,40,74.414,10723260,5592.843963,8.629243195809135,1992,FALSE
Cuba,Americas,45,76.151,10983007,5431.990415,8.60006090469353,1997,FALSE
Cuba,Americas,50,77.158,11226999,6340.646683,8.754736042702763,2002,FALSE
Cuba,Americas,55,78.273,11416987,8948.102923,9.099196824890761,2007,FALSE
Czech Republic,Europe,0,66.87,9125183,6876.14025,8.835812763327882,1952,FALSE
Czech Republic,Europe,5,69.03,9513758,8256.343918,9.018737143588222,1957,FALSE
Czech Republic,Europe,10,69.9,9620282,10136.86713,9.223934267868263,1962,FALSE
Czech Republic,Europe,15,70.38,9835109,11399.44489,9.341319939337353,1967,FALSE
Czech Republic,Europe,20,70.29,9862158,13108.4536,9.481012614041456,1972,FALSE
Czech Republic,Europe,25,70.71,10161915,14800.16062,9.60239331239602,1977,FALSE
Czech Republic,Europe,30,70.96,10303704,15377.22855,9.640643028512477,1982,FALSE
Czech Republic,Europe,35,71.58,10311597,16310.4434,9.699560881021132,1987,FALSE
Czech Republic,Europe,40,72.4,10315702,14297.02122,9.567806488255522,1992,FALSE
Czech Republic,Europe,45,74.01,10300707,16048.51424,9.683371553556718,1997,FALSE
Czech Republic,Europe,50,75.51,10256295,17596.21022,9.775438829430662,2002,FALSE
Czech Republic,Europe,55,76.486,10228744,22833.30851,10.035975648428332,2007,FALSE
Denmark,Europe,0,70.78,4334000,9692.385245,9.17909582990832,1952,FALSE
Denmark,Europe,5,71.81,4487831,11099.65935,9.314669697640314,1957,FALSE
Denmark,Europe,10,72.35,4646899,13583.31351,9.516597370613331,1962,FALSE
Denmark,Europe,15,72.96,4838800,15937.21123,9.676411982834672,1967,FALSE
Denmark,Europe,20,73.47,4991596,18866.20721,9.845127622399774,1972,FALSE
Denmark,Europe,25,74.69,5088419,20422.9015,9.924412172711843,1977,FALSE
Denmark,Europe,30,74.63,5117810,21688.04048,9.984516257646696,1982,FALSE
Denmark,Europe,35,74.8,5127024,25116.17581,10.13126737212987,1987,FALSE
Denmark,Europe,40,75.33,5171393,26406.73985,10.18137455390007,1992,FALSE
Denmark,Europe,45,76.11,5283663,29804.34567,10.302409489713996,1997,FALSE
Denmark,Europe,50,77.18,5374693,32166.50006,10.378680819163689,2002,FALSE
Denmark,Europe,55,78.332,5468120,35278.41874,10.471026688821484,2007,FALSE
Djibouti,Africa,0,34.812,63149,2669.529475,7.889657509272804,1952,FALSE
Djibouti,Africa,5,37.328,71851,2864.969076,7.96031283537331,1957,FALSE
Djibouti,Africa,10,39.693,89898,3020.989263,8.013339627259205,1962,FALSE
Djibouti,Africa,15,42.074,127617,3020.050513,8.013028836387974,1967,FALSE
Djibouti,Africa,20,44.366,178848,3694.212352,8.214522644759358,1972,FALSE
Djibouti,Africa,25,46.519,228694,3081.761022,8.033256472964537,1977,FALSE
Djibouti,Africa,30,48.812,305991,2879.468067,7.965360857112705,1982,FALSE
Djibouti,Africa,35,50.04,311025,2880.102568,7.965581186384721,1987,FALSE
Djibouti,Africa,40,51.604,384156,2377.156192,7.773660174919537,1992,FALSE
Djibouti,Africa,45,53.157,417908,1895.016984,7.546983080009345,1997,FALSE
Djibouti,Africa,50,53.373,447416,1908.260867,7.55394756540886,2002,FALSE
Djibouti,Africa,55,54.791,496374,2082.481567,7.641315522621272,2007,FALSE
Dominican Republic,Americas,0,45.928,2491346,1397.717137,7.24259556827282,1952,FALSE
Dominican Republic,Americas,5,49.828,2923186,1544.402995,7.34239270365264,1957,FALSE
Dominican Republic,Americas,10,53.459,3453434,1662.137359,7.415859618811405,1962,FALSE
Dominican Republic,Americas,15,56.751,4049146,1653.723003,7.410784390579362,1967,FALSE
Dominican Republic,Americas,20,59.631,4671329,2189.874499,7.6915995147757785,1972,FALSE
Dominican Republic,Americas,25,61.788,5302800,2681.9889,7.894313925130598,1977,FALSE
Dominican Republic,Americas,30,63.727,5968349,2861.092386,7.958958784035217,1982,FALSE
Dominican Republic,Americas,35,66.046,6655297,2899.842175,7.972411592079819,1987,FALSE
Dominican Republic,Americas,40,68.457,7351181,3044.214214,8.020998089041683,1992,FALSE
Dominican Republic,Americas,45,69.957,7992357,3614.101285,8.19259849649272,1997,FALSE
Dominican Republic,Americas,50,70.847,8650322,4563.808154,8.425912675479731,2002,FALSE
Dominican Republic,Americas,55,72.235,9319622,6025.374752,8.703734955926622,2007,FALSE
Ecuador,Americas,0,48.357,3548753,3522.110717,8.16681572439397,1952,FALSE
Ecuador,Americas,5,51.356,4058385,3780.546651,8.237623894824319,1957,FALSE
Ecuador,Americas,10,54.64,4681707,4086.114078,8.315349694224249,1962,FALSE
Ecuador,Americas,15,56.678,5432424,4579.074215,8.42925212021302,1967,FALSE
Ecuador,Americas,20,58.796,6298651,5280.99471,8.57186975100221,1972,FALSE
Ecuador,Americas,25,61.31,7278866,6679.62326,8.80681686673666,1977,FALSE
Ecuador,Americas,30,64.342,8365850,7213.791267,8.883749926611829,1982,FALSE
Ecuador,Americas,35,67.231,9545158,6481.776993,8.776749979067699,1987,FALSE
Ecuador,Americas,40,69.613,10748394,7103.702595,8.868371419353098,1992,FALSE
Ecuador,Americas,45,72.312,11911819,7429.455877,8.913207901786514,1997,FALSE
Ecuador,Americas,50,74.173,12921234,5773.044512,8.660954865407097,2002,FALSE
Ecuador,Americas,55,74.994,13755680,6873.262326,8.835394138005636,2007,FALSE
Egypt,Africa,0,41.893,22223309,1418.822445,7.257582542481131,1952,TRUE
Egypt,Africa,5,44.444,25009741,1458.915272,7.285448474184002,1957,TRUE
Egypt,Africa,10,46.992,28173309,1693.335853,7.434455739895437,1962,TRUE
Egypt,Africa,15,49.293,31681188,1814.880728,7.503775029939101,1967,TRUE
Egypt,Africa,20,51.137,34807417,2024.008147,7.612835055596883,1972,TRUE
Egypt,Africa,25,53.319,38783863,2785.493582,7.932180365383544,1977,TRUE
Egypt,Africa,30,56.006,45681811,3503.729636,8.1615832904036,1982,TRUE
Egypt,Africa,35,59.797,52799062,3885.46071,8.264996842643468,1987,TRUE
Egypt,Africa,40,63.674,59402198,3794.755195,8.241375180502672,1992,TRUE
Egypt,Africa,45,67.217,66134291,4173.181797,8.33643404470373,1997,TRUE
Egypt,Africa,50,69.806,73312559,4754.604414,8.466868777827852,2002,TRUE
Egypt,Africa,55,71.338,80264543,5581.180998,8.627155681368093,2007,TRUE
El Salvador,Americas,0,45.262,2042865,3048.3029,8.022340288509426,1952,FALSE
El Salvador,Americas,5,48.57,2355805,3421.523218,8.13784111628214,1957,FALSE
El Salvador,Americas,10,52.307,2747687,3776.803627,8.23663332956841,1962,FALSE
El Salvador,Americas,15,55.855,3232927,4358.595393,8.379905126870375,1967,FALSE
El Salvador,Americas,20,58.207,3790903,4520.246008,8.416321697893878,1972,FALSE
El Salvador,Americas,25,56.696,4282586,5138.922374,8.544598681604745,1977,FALSE
El Salvador,Americas,30,56.604,4474873,4098.344175,8.318338311362988,1982,FALSE
El Salvador,Americas,35,63.154,4842194,4140.442097,8.328557847833041,1987,FALSE
El Salvador,Americas,40,66.798,5274649,4444.2317,8.399362287114169,1992,FALSE
El Salvador,Americas,45,69.535,5783439,5154.825496,8.547688544471686,1997,FALSE
El Salvador,Americas,50,70.734,6353681,5351.568666,8.585145005510944,2002,FALSE
El Salvador,Americas,55,71.878,6939688,5728.353514,8.653183423565686,2007,FALSE
Equatorial Guinea,Africa,0,34.482,216964,375.6431231,5.928639551979159,1952,FALSE
Equatorial Guinea,Africa,5,35.983,232922,426.0964081,6.0546656307590005,1957,FALSE
Equatorial Guinea,Africa,10,37.485,249220,582.8419714,6.367916088543337,1962,FALSE
Equatorial Guinea,Africa,15,38.987,259864,915.5960025,6.819575222079366,1967,FALSE
Equatorial Guinea,Africa,20,40.516,277603,672.4122571,6.510871630249935,1972,FALSE
Equatorial Guinea,Africa,25,42.024,192675,958.5668124,6.865439265220727,1977,FALSE
Equatorial Guinea,Africa,30,43.662,285483,927.8253427,6.832843506775383,1982,FALSE
Equatorial Guinea,Africa,35,45.664,341244,966.8968149,6.874091783348178,1987,FALSE
Equatorial Guinea,Africa,40,47.545,387838,1132.055034,7.031789874189153,1992,FALSE
Equatorial Guinea,Africa,45,48.245,439971,2814.480755,7.942533067076475,1997,FALSE
Equatorial Guinea,Africa,50,49.348,495627,7703.4959,8.949429517796077,2002,FALSE
Equatorial Guinea,Africa,55,51.579,551201,12154.08975,9.405420997068234,2007,FALSE
Eritrea,Africa,0,35.928,1438760,328.9405571,5.795877056933626,1952,FALSE
Eritrea,Africa,5,38.047,1542611,344.1618859,5.841112145223142,1957,FALSE
Eritrea,Africa,10,40.158,1666618,380.9958433,5.942788465093433,1962,FALSE
Eritrea,Africa,15,42.189,1820319,468.7949699,6.150165508469744,1967,FALSE
Eritrea,Africa,20,44.142,2260187,514.3242082,6.242853821865599,1972,FALSE
Eritrea,Africa,25,44.535,2512642,505.7538077,6.2260500048381,1977,FALSE
Eritrea,Africa,30,43.89,2637297,524.8758493,6.263161757102596,1982,FALSE
Eritrea,Africa,35,46.453,2915959,521.1341333,6.2560074621687525,1987,FALSE
Eritrea,Africa,40,49.991,3668440,582.8585102,6.367944464271515,1992,FALSE
Eritrea,Africa,45,53.378,4058319,913.47079,6.817251399390018,1997,FALSE
Eritrea,Africa,50,55.24,4414865,765.3500015,6.640333247497604,2002,FALSE
Eritrea,Africa,55,58.04,4906585,641.3695236,6.463605770695175,2007,FALSE
Ethiopia,Africa,0,34.078,20860941,362.1462796,5.892048217497306,1952,FALSE
Ethiopia,Africa,5,36.667,22815614,378.9041632,5.9372833055598635,1957,FALSE
Ethiopia,Africa,10,40.059,25145372,419.4564161,6.038959625634964,1962,FALSE
Ethiopia,Africa,15,42.115,27860297,516.1186438,6.246336668896708,1967,FALSE
Ethiopia,Africa,20,43.515,30770372,566.2439442,6.33902498217052,1972,FALSE
Ethiopia,Africa,25,44.51,34617799,556.8083834,6.322221165300542,1977,FALSE
Ethiopia,Africa,30,44.916,38111756,577.8607471,6.359332917673699,1982,FALSE
Ethiopia,Africa,35,46.684,42999530,573.7413142,6.352178622610927,1987,FALSE
Ethiopia,Africa,40,48.091,52088559,421.3534653,6.043472066463646,1992,FALSE
Ethiopia,Africa,45,49.402,59861301,515.8894013,6.245892403941878,1997,FALSE
Ethiopia,Africa,50,50.725,67946797,530.0535319,6.272978005030555,2002,FALSE
Ethiopia,Africa,55,52.947,76511887,690.8055759,6.537858417895999,2007,FALSE
Finland,Europe,0,66.55,4090500,6424.519071,8.767877054199166,1952,FALSE
Finland,Europe,5,67.49,4324000,7545.415386,8.928695424159669,1957,FALSE
Finland,Europe,10,68.75,4491443,9371.842561,9.145465000617612,1962,FALSE
Finland,Europe,15,69.83,4605744,10921.63626,9.298501078733246,1967,FALSE
Finland,Europe,20,70.87,4639657,14358.8759,9.57212355959389,1972,FALSE
Finland,Europe,25,72.52,4738902,15605.42283,9.655373750140422,1977,FALSE
Finland,Europe,30,74.55,4826933,18533.15761,9.827316710050795,1982,FALSE
Finland,Europe,35,74.83,4931729,21141.01223,9.958970140491724,1987,FALSE
Finland,Europe,40,75.7,5041039,20647.16499,9.935333300344379,1992,FALSE
Finland,Europe,45,77.13,5134406,23723.9502,10.074240373816302,1997,FALSE
Finland,Europe,50,78.37,5193039,28204.59057,10.247240029848188,2002,FALSE
Finland,Europe,55,79.313,5238460,33207.0844,10.410518517683292,2007,FALSE
France,Europe,0,67.41,42459667,7029.809327,8.85791486167728,1952,FALSE
France,Europe,5,68.93,44310863,8662.834898,9.066797303414635,1957,FALSE
France,Europe,10,70.51,47124000,10560.48553,9.264874534422983,1962,FALSE
France,Europe,15,71.55,49569000,12999.91766,9.472698302577461,1967,FALSE
France,Europe,20,72.38,51732000,16107.19171,9.68702114129836,1972,FALSE
France,Europe,25,73.83,53165019,18292.63514,9.814253806458106,1977,FALSE
France,Europe,30,74.89,54433565,20293.89746,9.91807550210132,1982,FALSE
France,Europe,35,76.34,55630100,22066.44214,10.001813278280753,1987,FALSE
France,Europe,40,77.46,57374179,24703.79615,10.114712201090327,1992,FALSE
France,Europe,45,78.64,58623428,25889.78487,10.161603763325196,1997,FALSE
France,Europe,50,79.59,59925035,28926.03234,10.272497241658359,2002,FALSE
France,Europe,55,80.657,61083916,30470.0167,10.324498420059683,2007,FALSE
Gabon,Africa,0,37.003,420702,4293.476475,8.364852050884766,1952,FALSE
Gabon,Africa,5,38.999,434904,4976.198099,8.512421444518866,1957,FALSE
Gabon,Africa,10,40.489,455661,6631.459222,8.799580152778805,1962,FALSE
Gabon,Africa,15,44.598,489004,8358.761987,9.03106560743326,1967,FALSE
Gabon,Africa,20,48.69,537977,11401.94841,9.341539532936492,1972,FALSE
Gabon,Africa,25,52.79,706367,21745.57328,9.987165488446005,1977,FALSE
Gabon,Africa,30,56.564,753874,15113.36194,9.6233345282015,1982,FALSE
Gabon,Africa,35,60.19,880397,11864.40844,9.38129831006267,1987,FALSE
Gabon,Africa,40,61.366,985739,13522.15752,9.512084916747098,1992,FALSE
Gabon,Africa,45,60.461,1126189,14722.84188,9.597155436148702,1997,FALSE
Gabon,Africa,50,56.761,1299304,12521.71392,9.435219529853573,2002,FALSE
Gabon,Africa,55,56.735,1454867,13206.48452,9.48846323946509,2007,FALSE
Gambia,Africa,0,30,284320,485.2306591,6.184624363655609,1952,FALSE
Gambia,Africa,5,32.065,323150,520.9267111,6.255609362184756,1957,FALSE
Gambia,Africa,10,33.896,374020,599.650276,6.396346611946114,1962,FALSE
Gambia,Africa,15,35.857,439593,734.7829124,6.5995750983073735,1967,FALSE
Gambia,Africa,20,38.308,517101,756.0868363,6.628156232413991,1972,FALSE
Gambia,Africa,25,41.842,608274,884.7552507,6.7853110538787735,1977,FALSE
Gambia,Africa,30,45.58,715523,835.8096108,6.728400848870891,1982,FALSE
Gambia,Africa,35,49.265,848406,611.6588611,6.416174710594722,1987,FALSE
Gambia,Africa,40,52.644,1025384,665.6244126,6.500725566418527,1992,FALSE
Gambia,Africa,45,55.861,1235767,653.7301704,6.482694682834976,1997,FALSE
Gambia,Africa,50,58.041,1457766,660.5855997,6.493126713899836,2002,FALSE
Gambia,Africa,55,59.448,1688359,752.7497265,6.623732804027337,2007,FALSE
Germany,Europe,0,67.5,69145952,7144.114393,8.874044134886145,1952,TRUE
Germany,Europe,5,69.1,71019069,10187.82665,9.228948820838767,1957,TRUE
Germany,Europe,10,70.3,73739117,12902.46291,9.465173495382052,1962,TRUE
Germany,Europe,15,70.8,76368453,14745.62561,9.598701748969178,1967,TRUE
Germany,Europe,20,71,78717088,18016.18027,9.79902553699504,1972,TRUE
Germany,Europe,25,72.5,78160773,20512.92123,9.928810270470864,1977,TRUE
Germany,Europe,30,73.8,78335266,22031.53274,10.000230012500982,1982,TRUE
Germany,Europe,35,74.847,77718298,24639.18566,10.112093367588322,1987,TRUE
Germany,Europe,40,76.07,80597764,26505.30317,10.185100111575695,1992,TRUE
Germany,Europe,45,77.34,82011073,27788.88416,10.232391369357545,1997,TRUE
Germany,Europe,50,78.67,82350671,30035.80198,10.310145348442681,2002,TRUE
Germany,Europe,55,79.406,82400996,32170.37442,10.37880125895925,2007,TRUE
Ghana,Africa,0,43.149,5581001,911.2989371,6.814870985145645,1952,FALSE
Ghana,Africa,5,44.779,6391288,1043.561537,6.950394696508247,1957,FALSE
Ghana,Africa,10,46.452,7355248,1190.041118,7.081743138449813,1962,FALSE
Ghana,Africa,15,48.072,8490213,1125.69716,7.02615782048292,1967,FALSE
Ghana,Africa,20,49.875,9354120,1178.223708,7.071763251105474,1972,FALSE
Ghana,Africa,25,51.756,10538093,993.2239571,6.900956174466742,1977,FALSE
Ghana,Africa,30,53.744,11400338,876.032569,6.775403269469005,1982,FALSE
Ghana,Africa,35,55.729,14168101,847.0061135,6.7417079124536325,1987,FALSE
Ghana,Africa,40,57.501,16278738,925.060154,6.82985876674933,1992,FALSE
Ghana,Africa,45,58.556,18418288,1005.245812,6.912987379640876,1997,FALSE
Ghana,Africa,50,58.453,20550751,1111.984578,7.013901606009321,2002,FALSE
Ghana,Africa,55,60.022,22873338,1327.60891,7.191134791182141,2007,FALSE
Greece,Europe,0,65.86,7733250,3530.690067,8.169248617224632,1952,FALSE
Greece,Europe,5,67.86,8096218,4916.299889,8.500311471469766,1957,FALSE
Greece,Europe,10,69.51,8448233,6017.190733,8.702375773737394,1962,FALSE
Greece,Europe,15,71,8716441,8513.097016,9.04936108203667,1967,FALSE
Greece,Europe,20,72.34,8888628,12724.82957,9.451310448008796,1972,FALSE
Greece,Europe,25,73.68,9308479,14195.52428,9.56068200235676,1977,FALSE
Greece,Europe,30,75.24,9786480,15268.42089,9.633541980291556,1982,FALSE
Greece,Europe,35,76.67,9974490,16120.52839,9.687848794059395,1987,FALSE
Greece,Europe,40,77.03,10325429,17541.49634,9.772324572435704,1992,FALSE
Greece,Europe,45,77.869,10502372,18747.69814,9.838826257995544,1997,FALSE
Greece,Europe,50,78.256,10603863,22514.2548,10.021903934253213,2002,FALSE
Greece,Europe,55,79.483,10706290,27538.41188,10.223337104679452,2007,FALSE
Guatemala,Americas,0,42.023,3146381,2428.237769,7.79492107530898,1952,FALSE
Guatemala,Americas,5,44.142,3640876,2617.155967,7.869843498385153,1957,FALSE
Guatemala,Americas,10,46.954,4208858,2750.364446,7.9194887076980285,1962,FALSE
Guatemala,Americas,15,50.016,4690773,3242.531147,8.08410952200414,1967,FALSE
Guatemala,Americas,20,53.738,5149581,4031.408271,8.301871040796645,1972,FALSE
Guatemala,Americas,25,56.029,5703430,4879.992748,8.492899012780514,1977,FALSE
Guatemala,Americas,30,58.137,6395630,4820.49479,8.480631855303104,1982,FALSE
Guatemala,Americas,35,60.782,7326406,4246.485974,8.353847090259235,1987,FALSE
Guatemala,Americas,40,63.373,8486949,4439.45084,8.398285963092004,1992,FALSE
Guatemala,Americas,45,66.322,9803875,4684.313807,8.451974717990161,1997,FALSE
Guatemala,Americas,50,68.978,11178650,4858.347495,8.488453637469147,2002,FALSE
Guatemala,Americas,55,70.259,12572928,5186.050003,8.553727607972682,2007,FALSE
Guinea,Africa,0,33.609,2664249,510.1964923,6.234795930537076,1952,FALSE
Guinea,Africa,5,34.558,2876726,576.2670245,6.356571137475322,1957,FALSE
Guinea,Africa,10,35.753,3140003,686.3736739,6.531422193562933,1962,FALSE
Guinea,Africa,15,37.197,3451418,708.7595409,6.563516316538657,1967,FALSE
Guinea,Africa,20,38.842,3811387,741.6662307,6.608899318111834,1972,FALSE
Guinea,Africa,25,40.762,4227026,874.6858643,6.773864809668725,1977,FALSE
Guinea,Africa,30,42.891,4710497,857.2503577,6.753730008607452,1982,FALSE
Guinea,Africa,35,45.552,5650262,805.5724718,6.691553169767877,1987,FALSE
Guinea,Africa,40,48.576,6990574,794.3484384,6.677522204280044,1992,FALSE
Guinea,Africa,45,51.455,8048834,869.4497668,6.767860559612504,1997,FALSE
Guinea,Africa,50,53.676,8807818,945.5835837,6.851802285777785,2002,FALSE
Guinea,Africa,55,56.007,9947814,942.6542111,6.848699525142248,2007,FALSE
Guinea-Bissau,Africa,0,32.5,580653,299.850319,5.703283413479219,1952,FALSE
Guinea-Bissau,Africa,5,33.489,601095,431.7904566,6.067940416400617,1957,FALSE
Guinea-Bissau,Africa,10,34.488,627820,522.0343725,6.257733433415924,1962,FALSE
Guinea-Bissau,Africa,15,35.492,601287,715.5806402,6.5730942973278506,1967,FALSE
Guinea-Bissau,Africa,20,36.486,625361,820.2245876,6.709578190075088,1972,FALSE
Guinea-Bissau,Africa,25,37.465,745228,764.7259628,6.639517551088849,1977,FALSE
Guinea-Bissau,Africa,30,39.327,825987,838.1239671,6.731166021641448,1982,FALSE
Guinea-Bissau,Africa,35,41.245,927524,736.4153921,6.601794350960146,1987,FALSE
Guinea-Bissau,Africa,40,43.266,1050938,745.5398706,6.614108614464839,1992,FALSE
Guinea-Bissau,Africa,45,44.873,1193708,796.6644681,6.680433596546526,1997,FALSE
Guinea-Bissau,Africa,50,45.504,1332459,575.7047176,6.355594886193959,2002,FALSE
Guinea-Bissau,Africa,55,46.388,1472041,579.231743,6.3617026444730875,2007,FALSE
Haiti,Americas,0,37.579,3201488,1840.366939,7.5177202540904,1952,FALSE
Haiti,Americas,5,40.696,3507701,1726.887882,7.454076155367556,1957,FALSE
Haiti,Americas,10,43.59,3880130,1796.589032,7.493645163911727,1962,FALSE
Haiti,Americas,15,46.243,4318137,1452.057666,7.28073690947216,1967,FALSE
Haiti,Americas,20,48.042,4698301,1654.456946,7.411228104659828,1972,FALSE
Haiti,Americas,25,49.923,4908554,1874.298931,7.535989965018514,1977,FALSE
Haiti,Americas,30,51.461,5198399,2011.159549,7.606466724765777,1982,FALSE
Haiti,Americas,35,53.636,5756203,1823.015995,7.5082475486390745,1987,FALSE
Haiti,Americas,40,55.089,6326682,1456.309517,7.2836607865217715,1992,FALSE
Haiti,Americas,45,56.671,6913545,1341.726931,7.2017128176913205,1997,FALSE
Haiti,Americas,50,58.137,7607651,1270.364932,7.147059486207595,2002,FALSE
Haiti,Americas,55,60.916,8502814,1201.637154,7.091440200971258,2007,FALSE
Honduras,Americas,0,41.912,1517453,2194.926204,7.693903704898547,1952,FALSE
Honduras,Americas,5,44.665,1770390,2220.487682,7.705482127317536,1957,FALSE
Honduras,Americas,10,48.041,2090162,2291.156835,7.736812137116096,1962,FALSE
Honduras,Americas,15,50.924,2500689,2538.269358,7.839237772666581,1967,FALSE
Honduras,Americas,20,53.884,2965146,2529.842345,7.8359122655507045,1972,FALSE
Honduras,Americas,25,57.402,3055235,3203.208066,8.071908107224624,1977,FALSE
Honduras,Americas,30,60.909,3669448,3121.760794,8.04615247866526,1982,FALSE
Honduras,Americas,35,64.492,4372203,3023.096699,8.014036982028363,1987,FALSE
Honduras,Americas,40,66.399,5077347,3081.694603,8.033234920444638,1992,FALSE
Honduras,Americas,45,67.659,5867957,3160.454906,8.058471253814995,1997,FALSE
Honduras,Americas,50,68.565,6677328,3099.72866,8.039069857610091,2002,FALSE
Honduras,Americas,55,70.198,7483763,3548.330846,8.174232587672845,2007,FALSE
"Hong Kong, China",Asia,0,60.96,2125900,3054.421209,8.02434539670065,1952,FALSE
"Hong Kong, China",Asia,5,64.75,2736300,3629.076457,8.196733475329522,1957,FALSE
"Hong Kong, China",Asia,10,67.65,3305200,4692.648272,8.453752365617301,1962,FALSE
"Hong Kong, China",Asia,15,70,3722800,6197.962814,8.731975938652381,1967,FALSE
"Hong Kong, China",Asia,20,72,4115700,8315.928145,9.025928008368183,1972,FALSE
"Hong Kong, China",Asia,25,73.6,4583700,11186.14125,9.32243090269319,1977,FALSE
"Hong Kong, China",Asia,30,75.45,5264500,14560.53051,9.586069757213272,1982,FALSE
"Hong Kong, China",Asia,35,76.2,5584510,20038.47269,9.905409339220585,1987,FALSE
"Hong Kong, China",Asia,40,77.601,5829696,24757.60301,10.116887913146167,1992,FALSE
"Hong Kong, China",Asia,45,80,6495918,28377.63219,10.253356514886638,1997,FALSE
"Hong Kong, China",Asia,50,81.495,6762476,30209.01516,10.315895674047942,2002,FALSE
"Hong Kong, China",Asia,55,82.208,6980412,39724.97867,10.5897354544633,2007,FALSE
Hungary,Europe,0,64.03,9504000,5263.673816,8.568584506039647,1952,FALSE
Hungary,Europe,5,66.41,9839000,6040.180011,8.706189093630451,1957,FALSE
Hungary,Europe,10,67.96,10063000,7550.359877,8.929350506934906,1962,FALSE
Hungary,Europe,15,69.5,10223422,9326.64467,9.140630601078245,1967,FALSE
